compound,icsd,sg,sgname,T11,T22,T33,T12,T13,T23,kappaLmin,kappaLmax,type
Al2I1La2,icsd_411690,194,hexagonal,1.92,1.92,1.44,0.00,0.00,0.00,1.44,1.92,ionic
Al2I2La3,icsd_411691,12,monoclinic,1.44,1.36,1.10,0.00,0.70,0.00,0.55,1.99,ionic
Al2N2Ti3,icsd_071097,186,hexagonal,11.04,11.04,10.67,0.00,0.00,0.00,10.67,11.04,ionic
Al2P4Sr3,icsd_409134,15,monoclinic,3.46,4.47,2.85,0.00,1.96,0.00,1.17,5.14,ionic
Al2Si2Sr1,icsd_419886,164,trigonal,9.91,9.91,8.22,0.00,0.00,0.00,8.22,9.92,ionic
Al2Si2Y1,icsd_089550,164,trigonal,6.70,6.70,5.61,0.00,0.00,0.00,5.61,6.70,ionic
Al3Fe1Si2,icsd_079710,60,orthorhombic,4.72,4.65,4.55,0.00,0.00,0.00,4.55,4.72,ionic
Al3Si2Y2,icsd_075228,12,monoclinic,4.37,4.04,4.18,0.00,2.30,0.00,1.98,6.57,ionic
Al4Br4La5,icsd_413559,140,tetragonal,1.49,1.49,1.06,0.00,0.00,0.00,1.06,1.49,ionic
As1Au1Ba1,icsd_420341,194,hexagonal,1.19,1.19,1.03,0.00,0.00,0.00,1.03,1.19,ionic
As1Au1Ca1,icsd_404725,194,hexagonal,1.64,1.64,1.08,0.00,0.00,0.00,1.08,1.64,ionic
As1B2P1,icsd_181293,1,triclinic,199.38,199.39,168.41,70.74,118.89,0.00,48.68,327.05,ionic
As1Ba1Cu1,icsd_041705,194,hexagonal,1.80,1.80,1.51,0.00,0.00,0.00,1.51,1.80,ionic
As1Ba1Li1,icsd_056445,187,hexagonal,1.70,1.70,1.67,0.00,0.00,0.00,1.67,1.70,ionic
As1Ba1Pd1,icsd_404724,187,hexagonal,1.14,1.14,1.42,0.00,0.00,0.00,1.14,1.42,ionic
As1Be1Li1,icsd_609869,129,tetragonal,3.60,3.60,2.57,0.00,0.00,0.00,2.57,3.60,ionic
As1Be1Na1,icsd_100091,194,hexagonal,4.59,4.59,1.53,0.00,0.00,0.00,1.53,4.59,ionic
As1Ca1Cu1,icsd_659435,194,hexagonal,3.29,3.29,1.82,0.00,0.00,0.00,1.82,3.29,ionic
As1Ca2I1,icsd_166534,166,trigonal,3.14,3.14,2.00,0.00,0.00,0.00,2.00,3.14,ionic
As1Cd1K1,icsd_609963,129,tetragonal,1.12,1.12,0.87,0.00,0.00,0.00,0.87,1.12,ionic
As1Cr1Mn1,icsd_107935,129,tetragonal,4.60,4.60,7.69,0.00,0.00,0.00,4.60,7.69,ionic
As1Cu1Mg1,icsd_042324,129,tetragonal,2.02,2.02,2.39,0.00,0.00,0.00,2.02,2.39,ionic
As1Cu1Sr1,icsd_107943,194,hexagonal,2.51,2.51,1.65,0.00,0.00,0.00,1.65,2.51,ionic
As1Fe1Li1,icsd_166457,129,tetragonal,2.27,2.27,1.87,0.00,0.00,0.00,1.87,2.27,ionic
As1Fe1Li1,icsd_168206,67,orthorhombic,2.40,2.43,1.90,0.00,0.00,0.00,1.90,2.43,ionic
As1Fe1Li1,icsd_246335,129,tetragonal,2.97,2.97,2.31,0.00,0.00,0.00,2.31,2.97,ionic
As1Fe1Mn1,icsd_610492,129,tetragonal,4.99,4.99,6.29,0.00,0.00,0.00,4.99,6.29,ionic
As1Fe1Na1,icsd_163143,129,tetragonal,2.67,2.67,1.37,0.00,0.00,0.00,1.37,2.67,ionic
As1Fe1Rh1,icsd_043948,189,hexagonal,9.46,9.46,10.94,0.00,0.00,0.00,9.46,10.94,ionic
As1Hg1K1,icsd_010458,194,hexagonal,1.06,1.06,0.62,0.00,0.00,0.00,0.62,1.06,ionic
As1K1Li2,icsd_078938,59,orthorhombic,2.10,1.45,1.24,0.00,0.00,0.00,1.24,2.10,ionic
As1K1Mg1,icsd_610753,129,tetragonal,1.88,1.88,1.23,0.00,0.00,0.00,1.23,1.88,ionic
As1K1Mn1,icsd_060745,129,tetragonal,1.16,1.16,0.49,0.00,0.00,0.00,0.49,1.16,ionic
As1K1Zn1,icsd_010459,194,hexagonal,2.24,2.24,1.05,0.00,0.00,0.00,1.05,2.24,ionic
As1K1Zn1,icsd_043985,187,hexagonal,2.94,2.94,0.98,0.00,0.00,0.00,0.98,2.94,ionic
As1K2Na1,icsd_409224,194,hexagonal,1.16,1.16,1.04,0.00,0.00,0.00,1.04,1.16,ionic
As1La1Pd1,icsd_056974,194,hexagonal,2.22,2.22,1.64,0.00,0.00,0.00,1.64,2.22,ionic
As1Li1Mn1,icsd_060742,129,tetragonal,3.45,3.45,2.83,0.00,0.00,0.00,2.83,3.45,ionic
As1Li1O3,icsd_202862,148,trigonal,23.25,23.25,4.07,0.00,0.00,0.00,4.07,23.25,ionic
As1Mg1Na1,icsd_610829,129,tetragonal,2.00,2.00,1.70,0.00,0.00,0.00,1.70,2.00,ionic
As1Mn1Na1,icsd_026461,129,tetragonal,2.66,2.66,1.55,0.00,0.00,0.00,1.55,2.66,ionic
As1Mn1V1,icsd_044009,129,tetragonal,5.18,5.18,7.85,0.00,0.00,0.00,5.18,7.85,ionic
As1N1V3,icsd_610970,63,orthorhombic,9.93,9.44,18.68,0.00,0.00,0.00,9.44,18.68,ionic
As1Na1Zn1,icsd_610979,129,tetragonal,1.70,1.70,1.41,0.00,0.00,0.00,1.41,1.70,ionic
As1Nb1Si1,icsd_016320,129,tetragonal,7.08,7.08,9.42,0.00,0.00,0.00,7.08,9.42,ionic
As1Ni1Rh1,icsd_601484,129,tetragonal,4.13,4.13,7.36,0.00,0.00,0.00,4.12,7.36,ionic
As1P1Ti2,icsd_044039,194,hexagonal,8.50,8.50,10.60,0.00,0.00,0.00,8.50,10.60,ionic
As1Pb2Pd3,icsd_106267,36,orthorhombic,1.78,1.88,1.86,0.00,0.00,0.00,1.78,1.89,ionic
As1Pd1Sr1,icsd_404723,194,hexagonal,2.08,2.08,1.41,0.00,0.00,0.00,1.41,2.08,ionic
As1Pd5Tl1,icsd_023540,123,tetragonal,1.89,1.89,1.80,0.00,0.00,0.00,1.80,1.89,ionic
As1Pt1Sr1,icsd_059187,194,hexagonal,1.52,1.52,1.25,0.00,0.00,0.00,1.25,1.52,ionic
As1Pt1Y1,icsd_044047,194,hexagonal,1.86,1.86,1.60,0.00,0.00,0.00,1.60,1.86,ionic
As1Si1Ta1,icsd_659470,129,tetragonal,6.17,6.17,7.11,0.00,0.00,0.00,6.17,7.11,ionic
As1Te1Ti1,icsd_281420,71,orthorhombic,4.39,3.38,4.86,0.00,0.00,0.00,3.38,4.86,ionic
As1Ti1Zr1,icsd_092989,139,tetragonal,6.20,6.20,7.99,0.00,0.00,0.00,6.20,7.99,ionic
As2Ba1Cd2,icsd_030917,164,trigonal,3.06,3.06,2.53,0.00,0.00,0.00,2.53,3.06,ionic
As2Ba1Co2,icsd_609848,139,tetragonal,3.76,3.76,2.37,0.00,0.00,0.00,2.37,3.76,ionic
As2Ba1Cr2,icsd_609849,139,tetragonal,2.37,2.37,2.40,0.00,0.00,0.00,2.37,2.40,ionic
As2Ba1Cu2,icsd_609850,139,tetragonal,1.70,1.70,1.57,0.00,0.00,0.00,1.57,1.70,ionic
As2Ba1Cu4,icsd_089628,166,trigonal,1.68,1.68,1.45,0.00,0.00,0.00,1.45,1.68,ionic
As2Ba1Cu6,icsd_079256,123,tetragonal,1.49,1.49,1.45,0.00,0.00,0.00,1.45,1.49,ionic
As2Ba1Fe2,icsd_166020,69,orthorhombic,2.64,2.69,1.46,0.00,0.00,0.00,1.46,2.69,ionic
As2Ba1Fe2,icsd_180484,139,tetragonal,2.73,2.73,1.47,0.00,0.00,0.00,1.47,2.73,ionic
As2Ba1Mg2,icsd_030916,164,trigonal,5.03,5.03,5.29,0.00,0.00,0.00,5.03,5.29,ionic
As2Ba1Mn2,icsd_041794,139,tetragonal,2.36,2.36,1.78,0.00,0.00,0.00,1.78,2.36,ionic
As2Ba1Ni2,icsd_164196,2,triclinic,1.77,2.12,2.10,0.62,0.42,0.00,1.18,2.71,ionic
As2Ba1Ni2,icsd_164197,139,tetragonal,2.31,2.31,1.39,0.00,0.00,0.00,1.39,2.31,ionic
As2Ba1Pd1,icsd_405110,63,orthorhombic,1.49,1.52,1.64,0.00,0.00,0.00,1.49,1.64,ionic
As2Ba1Pd2,icsd_036376,123,tetragonal,1.46,1.46,1.17,0.00,0.00,0.00,1.17,1.46,ionic
As2Ba1Pd2,icsd_061196,139,tetragonal,1.57,1.57,1.44,0.00,0.00,0.00,1.44,1.57,ionic
As2Ba1Pt1,icsd_405112,63,orthorhombic,1.48,1.47,1.54,0.00,0.00,0.00,1.47,1.54,ionic
As2Ba1Rh2,icsd_165121,139,tetragonal,2.19,2.19,1.25,0.00,0.00,0.00,1.25,2.19,ionic
As2Ba1Ru2,icsd_609861,139,tetragonal,2.13,2.13,1.11,0.00,0.00,0.00,1.11,2.13,ionic
As2Ba1Zn2,icsd_417000,139,tetragonal,1.60,1.60,1.18,0.00,0.00,0.00,1.18,1.60,ionic
As2Ba4O1,icsd_033905,139,tetragonal,2.11,2.11,1.75,0.00,0.00,0.00,1.75,2.11,ionic
As2Ca1Cd2,icsd_100065,164,trigonal,3.91,3.91,2.80,0.00,0.00,0.00,2.80,3.92,ionic
As2Ca1Co2,icsd_609899,139,tetragonal,2.73,2.73,1.64,0.00,0.00,0.00,1.64,2.73,ionic
As2Ca1Cu4,icsd_032619,166,trigonal,2.13,2.13,1.59,0.00,0.00,0.00,1.59,2.13,ionic
As2Ca1Fe2,icsd_166017,69,orthorhombic,4.12,4.13,2.21,0.00,0.00,0.00,2.21,4.13,ionic
As2Ca1Fe2,icsd_182278,139,tetragonal,4.19,4.19,2.24,0.00,0.00,0.00,2.24,4.19,ionic
As2Ca1Ga2,icsd_422526,166,trigonal,7.53,7.53,5.73,0.00,0.00,0.00,5.73,7.53,ionic
As2Ca1Mg2,icsd_100041,164,trigonal,7.52,7.52,6.00,0.00,0.00,0.00,6.00,7.52,ionic
As2Ca1Mn2,icsd_041792,164,trigonal,6.43,6.43,7.92,0.00,0.00,0.00,6.43,7.92,ionic
As2Ca1Ni2,icsd_609910,139,tetragonal,2.77,2.77,2.51,0.00,0.00,0.00,2.51,2.77,ionic
As2Ca1O6,icsd_081064,162,trigonal,44.66,44.66,11.85,0.00,0.00,0.00,11.85,44.66,ionic
As2Ca1Pd2,icsd_036372,139,tetragonal,1.77,1.77,2.02,0.00,0.00,0.00,1.77,2.02,ionic
As2Ca1Ru2,icsd_609914,139,tetragonal,3.74,3.74,1.93,0.00,0.00,0.00,1.93,3.74,ionic
As2Ca1Zn2,icsd_100064,164,trigonal,5.97,5.97,4.18,0.00,0.00,0.00,4.18,5.97,ionic
As2Ca2Cd1,icsd_422578,8,monoclinic,1.71,2.18,1.87,0.00,0.81,0.00,0.98,2.60,ionic
As2Ca2O7,icsd_032602,12,monoclinic,20.21,14.30,14.93,0.00,12.21,0.00,5.08,30.06,ionic
As2Ca4O1,icsd_068203,139,tetragonal,5.52,5.52,4.59,0.00,0.00,0.00,4.59,5.52,ionic
As2Cd1O6,icsd_280576,162,trigonal,34.68,34.68,9.50,0.00,0.00,0.00,9.50,34.68,ionic
As2Cd2O7,icsd_280579,12,monoclinic,17.13,12.70,14.62,0.00,12.70,0.00,3.15,28.60,ionic
As2Cd2Sr1,icsd_023249,164,trigonal,3.54,3.54,2.58,0.00,0.00,0.00,2.58,3.54,ionic
As2Co2K1,icsd_610072,139,tetragonal,3.22,3.22,1.38,0.00,0.00,0.00,1.38,3.22,ionic
As2Co2La1,icsd_610073,139,tetragonal,3.09,3.09,1.83,0.00,0.00,0.00,1.83,3.09,ionic
As2Co2O7,icsd_069001,12,monoclinic,25.74,17.07,20.23,0.00,14.70,0.00,8.03,37.95,ionic
As2Co2Sr1,icsd_610122,139,tetragonal,2.53,2.53,1.66,0.00,0.00,0.00,1.66,2.53,ionic
As2Cr2Sr1,icsd_610273,139,tetragonal,2.85,2.85,2.61,0.00,0.00,0.00,2.61,2.85,ionic
As2Cs1Fe2,icsd_074877,139,tetragonal,2.50,2.50,1.45,0.00,0.00,0.00,1.45,2.50,ionic
As2Cs1Rh2,icsd_610296,139,tetragonal,2.57,2.57,1.09,0.00,0.00,0.00,1.09,2.57,ionic
As2Cs1Ru2,icsd_610297,139,tetragonal,2.72,2.72,0.78,0.00,0.00,0.00,0.78,2.72,ionic
As2Cu1Y1,icsd_412550,129,tetragonal,2.35,2.35,2.03,0.00,0.00,0.00,2.03,2.35,ionic
As2Cu2Sr1,icsd_078756,139,tetragonal,2.01,2.01,1.79,0.00,0.00,0.00,1.79,2.01,ionic
As2Cu3K3,icsd_032015,166,trigonal,1.03,1.03,1.12,0.00,0.00,0.00,1.03,1.12,ionic
As2Cu4K1,icsd_059207,166,trigonal,1.83,1.83,1.17,0.00,0.00,0.00,1.17,1.83,ionic
As2Cu4Sr1,icsd_089626,166,trigonal,1.88,1.88,1.48,0.00,0.00,0.00,1.48,1.88,ionic
As2Fe2K1,icsd_031473,139,tetragonal,2.07,2.07,1.14,0.00,0.00,0.00,1.14,2.07,ionic
As2Fe2Rb1,icsd_167329,139,tetragonal,2.57,2.57,1.40,0.00,0.00,0.00,1.40,2.57,ionic
As2Fe2Sr1,icsd_163208,69,orthorhombic,3.48,3.50,1.57,0.00,0.00,0.00,1.57,3.50,ionic
As2Fe2Sr1,icsd_163209,139,tetragonal,3.54,3.54,1.57,0.00,0.00,0.00,1.57,3.54,ionic
As2Ga2Sr1,icsd_422527,10,monoclinic,2.50,2.83,2.86,0.00,1.27,0.00,1.40,3.96,ionic
As2Ge1Te4,icsd_068111,166,trigonal,2.68,2.68,0.62,0.00,0.00,0.00,0.62,2.68,ionic
As2Ge2Te5,icsd_068112,164,trigonal,2.24,2.24,0.66,0.00,0.00,0.00,0.66,2.24,ionic
As2Ge3Te6,icsd_068113,166,trigonal,1.76,1.76,0.85,0.00,0.00,0.00,0.85,1.76,ionic
As2Hg1O6,icsd_411231,162,trigonal,14.06,14.06,4.13,0.00,0.00,0.00,4.13,14.06,ionic
As2Hg2O6,icsd_411230,162,trigonal,8.55,8.55,5.40,0.00,0.00,0.00,5.40,8.56,ionic
As2K1Rh2,icsd_031474,139,tetragonal,2.27,2.27,0.92,0.00,0.00,0.00,0.92,2.27,ionic
As2La1Ni2,icsd_068147,129,tetragonal,2.31,2.31,2.36,0.00,0.00,0.00,2.31,2.36,ionic
As2La1Pd2,icsd_604343,139,tetragonal,1.83,1.83,1.80,0.00,0.00,0.00,1.80,1.83,ionic
As2La1Rh2,icsd_610777,129,tetragonal,2.07,2.07,2.19,0.00,0.00,0.00,2.07,2.19,ionic
As2La1Ru2,icsd_602111,139,tetragonal,3.27,3.27,1.56,0.00,0.00,0.00,1.56,3.27,ionic
As2Mg2O7,icsd_016885,12,monoclinic,18.02,24.10,33.51,0.00,15.99,0.00,8.04,43.48,ionic
As2Mn1O6,icsd_080351,162,trigonal,47.42,47.42,18.23,0.00,0.00,0.00,18.23,47.42,ionic
As2Mn2O7,icsd_069003,12,monoclinic,36.67,23.21,26.98,0.00,14.28,0.00,16.75,46.90,ionic
As2Mn2Sr1,icsd_049020,164,trigonal,5.64,5.64,7.79,0.00,0.00,0.00,5.64,7.80,ionic
As2Mn2Zn1,icsd_039512,164,trigonal,16.35,16.35,4.89,0.00,0.00,0.00,4.89,16.36,ionic
As2Ni1Zr2,icsd_068141,194,hexagonal,4.14,4.14,3.24,0.00,0.00,0.00,3.24,4.14,ionic
As2Ni2Sr1,icsd_168135,139,tetragonal,2.60,2.60,1.60,0.00,0.00,0.00,1.60,2.60,ionic
As2O1Sr4,icsd_033904,139,tetragonal,3.37,3.37,2.79,0.00,0.00,0.00,2.79,3.37,ionic
As2O6Pb1,icsd_081063,162,trigonal,14.52,14.52,5.14,0.00,0.00,0.00,5.14,14.52,ionic
As2O6Pd1,icsd_245119,162,trigonal,40.29,40.29,14.94,0.00,0.00,0.00,14.94,40.29,ionic
As2O6S1,icsd_032581,18,orthorhombic,2.82,2.17,0.92,0.00,0.00,0.00,0.92,2.82,ionic
As2O6Sr1,icsd_420296,162,trigonal,21.17,21.17,7.04,0.00,0.00,0.00,7.04,21.17,ionic
As2O6Sr1,icsd_420297,193,hexagonal,13.39,13.39,5.40,0.00,0.00,0.00,5.40,13.39,ionic
As2Pd2Sr1,icsd_047170,139,tetragonal,1.77,1.77,1.77,0.00,0.00,0.00,1.77,1.77,ionic
As2Pt2Sr1,icsd_181396,129,tetragonal,1.33,1.33,1.45,0.00,0.00,0.00,1.33,1.45,ionic
As2Rh2Sr1,icsd_417001,69,orthorhombic,2.70,2.57,1.22,0.00,0.00,0.00,1.22,2.70,ionic
As2Rh2Sr1,icsd_417002,139,tetragonal,1.77,1.77,1.15,0.00,0.00,0.00,1.15,1.77,ionic
As2Ru2Sr1,icsd_611298,139,tetragonal,3.19,3.19,1.10,0.00,0.00,0.00,1.10,3.19,ionic
As2Sn2Sr1,icsd_082371,166,trigonal,5.88,5.88,2.88,0.00,0.00,0.00,2.88,5.88,ionic
As2Sr1Zn2,icsd_023248,164,trigonal,4.69,4.69,3.77,0.00,0.00,0.00,3.77,4.69,ionic
As3Br1Hg2,icsd_075169,15,monoclinic,1.41,1.32,0.98,0.00,0.41,0.00,0.74,1.66,ionic
As3Cd4Cs1,icsd_262029,123,tetragonal,0.97,0.97,0.67,0.00,0.00,0.00,0.67,0.97,ionic
As3Cd4K1,icsd_262032,166,trigonal,1.50,1.50,1.02,0.00,0.00,0.00,1.02,1.50,ionic
As3Cd4Na1,icsd_262035,166,trigonal,1.47,1.47,0.93,0.00,0.00,0.00,0.93,1.47,ionic
As3Cd4Rb1,icsd_262037,166,trigonal,1.35,1.35,1.00,0.00,0.00,0.00,1.00,1.35,ionic
As3Co1Hf5,icsd_085884,62,orthorhombic,2.49,2.49,2.29,0.00,0.00,0.00,2.29,2.49,ionic
As3Cs1Zn4,icsd_262030,123,tetragonal,1.20,1.20,0.93,0.00,0.00,0.00,0.93,1.20,ionic
As3In2K3,icsd_300199,64,orthorhombic,1.06,1.09,0.96,0.00,0.00,0.00,0.96,1.10,ionic
As3La1Si1,icsd_068204,61,orthorhombic,1.83,2.03,2.04,0.00,0.00,0.00,1.83,2.04,ionic
As3Mo2Ni1,icsd_610963,12,monoclinic,6.53,4.19,5.94,0.00,2.81,0.00,3.42,9.06,ionic
As3Na1Zn4,icsd_262036,166,trigonal,1.55,1.55,1.20,0.00,0.00,0.00,1.20,1.55,ionic
As3Rb1Zn4,icsd_262038,123,tetragonal,1.11,1.11,0.90,0.00,0.00,0.00,0.90,1.11,ionic
As4Ga2Sr3,icsd_423785,15,monoclinic,1.77,2.10,1.55,0.00,1.01,0.00,0.65,2.67,ionic
As4Ga3K3,icsd_040206,52,orthorhombic,1.64,1.12,1.49,0.00,0.00,0.00,1.12,1.64,ionic
As4Ge1Te7,icsd_041107,164,trigonal,2.47,2.47,0.88,0.00,0.00,0.00,0.88,2.47,ionic
As5Cs3O9,icsd_413151,157,trigonal,0.85,0.85,0.90,0.00,0.00,0.00,0.85,0.90,ionic
As7Cs2Na1,icsd_423080,14,monoclinic,0.69,0.66,0.73,0.00,0.33,0.00,0.38,1.04,ionic
Au1Ba1P1,icsd_420340,194,hexagonal,1.48,1.48,1.20,0.00,0.00,0.00,1.20,1.48,ionic
Au1Ba1Sb1,icsd_280954,194,hexagonal,1.16,1.16,0.84,0.00,0.00,0.00,0.84,1.16,ionic
Au1Bi1Sr1,icsd_106271,194,hexagonal,0.62,0.62,0.65,0.00,0.00,0.00,0.62,0.65,ionic
Au1Ca1Ge1,icsd_085836,62,orthorhombic,1.32,1.64,1.55,0.00,0.00,0.00,1.32,1.64,ionic
Au1Ca1P1,icsd_052661,194,hexagonal,2.25,2.25,1.30,0.00,0.00,0.00,1.30,2.25,ionic
Au1Ca1Sb1,icsd_052662,194,hexagonal,1.63,1.63,0.87,0.00,0.00,0.00,0.87,1.64,ionic
Au1Ca2N1,icsd_085528,63,orthorhombic,2.33,2.18,2.43,0.00,0.00,0.00,2.18,2.43,ionic
Au1Cu1Sn1,icsd_611768,139,tetragonal,1.29,1.29,1.52,0.00,0.00,0.00,1.29,1.52,ionic
Au1Ge1La1,icsd_656867,186,hexagonal,1.93,1.93,1.30,0.00,0.00,0.00,1.30,1.93,ionic
Au1Ge1Sc1,icsd_081733,186,hexagonal,1.99,1.99,1.80,0.00,0.00,0.00,1.80,1.99,ionic
Au1Ge1Y1,icsd_656878,186,hexagonal,1.84,1.84,1.42,0.00,0.00,0.00,1.42,1.84,ionic
Au1K1S5,icsd_402875,72,orthorhombic,0.68,0.76,0.87,0.00,0.00,0.00,0.68,0.87,ionic
Au1K1Te1,icsd_071651,194,hexagonal,0.91,0.91,0.56,0.00,0.00,0.00,0.56,0.91,ionic
Au1La1Sb2,icsd_082589,129,tetragonal,1.44,1.44,1.10,0.00,0.00,0.00,1.10,1.44,ionic
Au1Li1S1,icsd_165259,15,monoclinic,1.70,1.47,1.60,0.00,0.88,0.00,0.77,2.53,ionic
Au1Li1S1,icsd_280534,70,orthorhombic,1.47,1.69,1.60,0.00,0.00,0.00,1.47,1.70,ionic
Au1Li1Sn1,icsd_412208,194,hexagonal,1.25,1.25,1.20,0.00,0.00,0.00,1.20,1.25,ionic
Au1Li2Sn2,icsd_055349,141,tetragonal,1.51,1.51,1.20,0.00,0.00,0.00,1.20,1.51,ionic
Au1N1Sr2,icsd_095826,63,orthorhombic,1.53,1.55,1.57,0.00,0.00,0.00,1.53,1.58,ionic
Au1Na1Te1,icsd_071650,194,hexagonal,0.98,0.98,0.46,0.00,0.00,0.00,0.46,0.98,ionic
Au1Rb1Te1,icsd_075026,194,hexagonal,0.83,0.83,0.56,0.00,0.00,0.00,0.56,0.83,ionic
Au1Sc1Si1,icsd_071998,187,hexagonal,2.96,2.96,2.19,0.00,0.00,0.00,2.19,2.96,ionic
Au1Sc1Sn1,icsd_245753,186,hexagonal,2.01,2.01,1.60,0.00,0.00,0.00,1.60,2.01,ionic
Au1Si1Y1,icsd_072000,186,hexagonal,3.23,3.23,1.98,0.00,0.00,0.00,1.98,3.23,ionic
Au1Sn1Sr1,icsd_412013,62,orthorhombic,1.04,1.28,1.23,0.00,0.00,0.00,1.04,1.28,ionic
Au1Sn1Y1,icsd_415826,186,hexagonal,1.92,1.92,1.64,0.00,0.00,0.00,1.64,1.92,ionic
Au1Sn1Y1,icsd_612362,194,hexagonal,1.53,1.53,1.17,0.00,0.00,0.00,1.17,1.53,ionic
Au2Ca1Ge2,icsd_025333,139,tetragonal,1.13,1.13,1.30,0.00,0.00,0.00,1.13,1.30,ionic
Au2Ca1Si2,icsd_000412,139,tetragonal,1.47,1.47,1.76,0.00,0.00,0.00,1.47,1.76,ionic
Au2Ge2Sr1,icsd_025334,139,tetragonal,1.27,1.27,1.33,0.00,0.00,0.00,1.27,1.33,ionic
Au2La1Si2,icsd_106686,139,tetragonal,1.97,1.97,1.92,0.00,0.00,0.00,1.92,1.97,ionic
Au2Sc2Sn1,icsd_130046,136,tetragonal,1.57,1.57,1.72,0.00,0.00,0.00,1.57,1.72,ionic
Au2Si2Sr1,icsd_000413,139,tetragonal,1.64,1.64,1.67,0.00,0.00,0.00,1.64,1.67,ionic
Au2Si2Y1,icsd_055943,139,tetragonal,2.06,2.06,2.27,0.00,0.00,0.00,2.06,2.27,ionic
Au2Sn1Y2,icsd_658827,136,tetragonal,1.31,1.31,1.46,0.00,0.00,0.00,1.31,1.46,ionic
Au3Ba1Ge1,icsd_181530,129,tetragonal,0.91,0.91,0.95,0.00,0.00,0.00,0.91,0.95,ionic
Au3Cs1S2,icsd_082540,164,trigonal,0.34,0.34,0.31,0.00,0.00,0.00,0.31,0.35,ionic
Au3Cs1Se2,icsd_082542,164,trigonal,0.35,0.35,0.32,0.00,0.00,0.00,0.32,0.35,ionic
Au3Ge1Sr1,icsd_262385,129,tetragonal,0.86,0.86,0.96,0.00,0.00,0.00,0.86,0.96,ionic
Au3K3Sb2,icsd_078977,166,trigonal,0.61,0.61,0.69,0.00,0.00,0.00,0.61,0.69,ionic
Au3Li1Sn4,icsd_412207,186,hexagonal,1.17,1.17,1.22,0.00,0.00,0.00,1.17,1.22,ionic
Au3Rb1Se2,icsd_082541,164,trigonal,0.37,0.37,0.35,0.00,0.00,0.00,0.35,0.37,ionic
Au3Rb3Sb2,icsd_078978,166,trigonal,0.52,0.52,0.61,0.00,0.00,0.00,0.52,0.61,ionic
Au6Cs4S5,icsd_082557,157,trigonal,0.44,0.44,0.42,0.00,0.00,0.00,0.42,0.44,ionic
Au7Ge2K4,icsd_079111,166,trigonal,0.76,0.76,0.89,0.00,0.00,0.00,0.76,0.89,ionic
B1Cr3O6,icsd_051704,62,orthorhombic,11.94,11.63,12.89,0.00,0.00,0.00,11.63,12.89,ionic
B1Fe1Nb1,icsd_020298,189,hexagonal,9.81,9.81,10.11,0.00,0.00,0.00,9.81,10.11,ionic
B1Fe3O6,icsd_001910,62,orthorhombic,20.97,21.47,21.00,0.00,0.00,0.00,20.97,21.47,ionic
B1Ge2Nb5,icsd_614401,140,tetragonal,6.22,6.22,4.37,0.00,0.00,0.00,4.37,6.22,ionic
B1Mg3N3,icsd_079623,194,hexagonal,27.10,27.10,56.07,0.00,0.00,0.00,27.10,56.07,ionic
B1Na1Pt3,icsd_068092,191,hexagonal,1.80,1.80,2.47,0.00,0.00,0.00,1.80,2.47,ionic
B2Ba1Rh2,icsd_008155,139,tetragonal,3.53,3.53,1.49,0.00,0.00,0.00,1.49,3.53,ionic
B2Co1Mo2,icsd_613166,71,orthorhombic,20.42,21.48,20.62,0.00,0.00,0.00,20.42,21.48,ionic
B2Co1Nb1,icsd_041893,62,orthorhombic,9.52,9.12,10.42,0.00,0.00,0.00,9.12,10.43,ionic
B2Co1O4,icsd_422063,15,monoclinic,27.84,26.79,33.97,0.00,5.29,0.00,24.79,37.01,ionic
B2Co1W2,icsd_016776,71,orthorhombic,13.11,12.83,12.02,0.00,0.00,0.00,12.02,13.11,ionic
B2Co2La1,icsd_181185,139,tetragonal,3.80,3.80,2.58,0.00,0.00,0.00,2.58,3.80,ionic
B2Co2Y1,icsd_602345,139,tetragonal,7.61,7.61,3.85,0.00,0.00,0.00,3.85,7.61,ionic
B2Co5P1,icsd_613222,140,tetragonal,5.30,5.30,4.31,0.00,0.00,0.00,4.31,5.30,ionic
B2Cr1Nb2,icsd_613529,127,tetragonal,9.02,9.02,9.23,0.00,0.00,0.00,9.02,9.23,ionic
B2Cr1Ta2,icsd_613557,127,tetragonal,6.42,6.42,6.60,0.00,0.00,0.00,6.42,6.60,ionic
B2Cr5P1,icsd_613539,140,tetragonal,8.70,8.70,6.94,0.00,0.00,0.00,6.94,8.70,ionic
B2Fe1Mo2,icsd_044292,127,tetragonal,7.34,7.34,7.75,0.00,0.00,0.00,7.34,7.75,ionic
B2Fe1Nb2,icsd_614047,127,tetragonal,7.12,7.12,6.80,0.00,0.00,0.00,6.80,7.12,ionic
B2Fe1O4,icsd_420403,15,monoclinic,36.29,37.14,58.24,0.00,6.56,0.00,34.48,60.05,ionic
B2Fe1Ta2,icsd_614207,127,tetragonal,5.82,5.82,5.64,0.00,0.00,0.00,5.64,5.82,ionic
B2Fe1W2,icsd_043016,127,tetragonal,4.53,4.53,5.04,0.00,0.00,0.00,4.53,5.04,ionic
B2Fe1W2,icsd_614261,71,orthorhombic,11.77,13.19,9.72,0.00,0.00,0.00,9.72,13.19,ionic
B2Fe2Y1,icsd_614264,139,tetragonal,5.55,5.55,3.64,0.00,0.00,0.00,3.64,5.55,ionic
